Сінгапур,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80,Сінгапур  1°17′ пн. ш. 103°50′ сх. д. country H  G  O,Англійська Малайська Мандаринська Тамільська,Невідомо,Сінгапурський долар ( SGD ),+65
Сербія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B1%D1%96%D1%8F,Белград,Сербська мова,Невідомо,сербський динар ( RSD ),+381
Сирія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D1%96%D1%8F,Дамаск  33°30′ пн. ш. 36°18′ сх. д. country H  G  O,Арабська,17 квітня  1946 від Франції [ 1 ],Сирійський фунт ( SYP ),+963
Сент-Кіттс і Невіс,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D1%82-%D0%9A%D1%96%D1%82%D1%82%D1%81_%D1%96_%D0%9D%D0%B5%D0%B2%D1%96%D1%81,Бастер,англійська,,Східно-карибський долар ( XCD ),+869
Сент-Вінсент і Гренадини,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D1%82-%D0%92%D1%96%D0%BD%D1%81%D0%B5%D0%BD%D1%82_%D1%96_%D0%93%D1%80%D0%B5%D0%BD%D0%B0%D0%B4%D0%B8%D0%BD%D0%B8,Кінгстаун,англійська мова,,Східно-карибський долар ( XCD ),+784
Сенегал,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D0%B3%D0%B0%D0%BB,Дакар,Французька,,КФА франк BCEAO ( XOF ),+221
Сент-Люсія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D1%82-%D0%9B%D1%8E%D1%81%D1%96%D1%8F,Кастрі,англійська мова,,Східно-карибський долар ( XCD ),+758
Сейшельські Острови,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B9%D1%88%D0%B5%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Вікторія  4°35′ пд. ш. 55°40′ сх. д. country H  G  O,"сейшельська , французька , англійська",,Сейшельська рупія ( SCR ),+248
Саудівська Аравія,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%83%D0%B4%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%90%D1%80%D0%B0%D0%B2%D1%96%D1%8F,Ер-Ріяд,Арабська,Невідомо,Ріал ( SAR ),+966
Сан-Томе і Принсіпі,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD-%D0%A2%D0%BE%D0%BC%D0%B5_%D1%96_%D0%9F%D1%80%D0%B8%D0%BD%D1%81%D1%96%D0%BF%D1%96,Сан-Томе  0°20′ пн. ш. 6°44′ сх. д. country H  G  O,Португальська,від Португалії,Добра ( STD ),+239
Сан-Марино,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD-%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%BE,Сан-Марино  43°56′ пн. ш. 12°27′ сх. д. country H  G  O,Італійська,від Римської імперії,євро (€) ( EUR ),+378
Румунія,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%83%D0%BD%D1%96%D1%8F,Бухарест ( București ) 44°25′ пн. ш. 26°06′ сх. д. country H  G  O,Румунська,Невідомо,Румунський лей ( RON ),+40
Сальвадор,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D1%8C%D0%B2%D0%B0%D0%B4%D0%BE%D1%80,Сан-Сальвадор,іспанська мова,,"Долар США , Біткойн ( USD, BTC )",+503
Руанда,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B0%D0%BD%D0%B4%D0%B0,Кігалі,"кіньяруанда , французька , англійська , суахілі",від Бельгії,Руандійський франк ( RWF ),+250
Самоа,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%B0,Апіа  13°50′ пд. ш. 171°50′ зх. д. country H  G  O,"самоанська , англійська",від Нової Зеландії,Самоанська тала ( WST ),+685
Північна Македонія,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D0%B0_%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D1%96%D1%8F,Скоп'є  42°00′ пн. ш. 21°26′ сх. д. country H  G  O,македонська  албанська,від СФРЮ,македонський денар ( MKD ),+389
Португалія,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D1%96%D1%8F,Лісабон  38°46′ пн. ш. 9°11′ зх. д. country H  G  O,португальська ; мірандська (регіональна),Невідомо,Євро ( EUR ),+351
Польща,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%8C%D1%89%D0%B0,Варшава,Польська 1,Невідомо,Злотий ( PLN ),+ 48
Росія,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D1%96%D1%8F,Москва,Російська ; 30 мов офіційні у низці регіонів,Невідомо,рубль ( RUB ),+7
Південно-Африканська Республіка,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE-%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0,Кейптаун (законодавча) Преторія (адміністративна) Блумфонтейн (судова),"Англійська , африкаанс , південна ндебеле , коса , зулу , північна сото , південна сото , сетсвана , свазі , венда , тсонга",31 травня  1961,Ранд ( ZAR ),+27
Південний Судан,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%A1%D1%83%D0%B4%D0%B0%D0%BD,Джуба,"англійська , арабська",Невідомо,Південносуданський фунт ( Класифікація валют (ISO 4217) ),+211 [ 2 ]
Перу,https://uk.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%83,Ліма,"Іспанська , кечуа , аймара",,Перуанський соль ( PEN ),+51
Парагвай,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%B3%D0%B2%D0%B0%D0%B9,Асунсьйон,"іспанська , гуарані",,Гуарані ( PYG ),+595
Панама,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B0%D0%BC%D0%B0,Панама,іспанська мова,,"Бальбоа , Долар США ( PAB, USD )",+507
Палау,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B0%D1%83,Нгерулмуд  7°21′ пн. ш. 134°28′ сх. д. country H  G  O,"англійська , палауська , японська , тобійська , сонсорольська",,Долар США ( USD ),+ 680
Палестина,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B0,Рамалла [ 1 ] [ 2 ],Арабська,від Ізраїля,Ізраїльський новий шекель ( Класифікація валют (ISO 4217) ),+970
Пакистан,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Ісламабад,"урду , англійська",Невідомо,Рупія ( PKR ),+92
Об'єднані Арабські Емірати,https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%27%D1%94%D0%B4%D0%BD%D0%B0%D0%BD%D1%96_%D0%90%D1%80%D0%B0%D0%B1%D1%81%D1%8C%D0%BA%D1%96_%D0%95%D0%BC%D1%96%D1%80%D0%B0%D1%82%D0%B8,Абу-Дабі  22°47′ пн. ш. 54°37′ сх. д. country H  G  O,Арабська,Невідомо,Дирхам ( AED ),+971
Папуа Нова Гвінея,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D1%83%D0%B0_%D0%9D%D0%BE%D0%B2%D0%B0_%D0%93%D0%B2%D1%96%D0%BD%D0%B5%D1%8F,Порт-Морсбі,"англійська , ток-пісін , гірі-моту",від Австралії,кіна ( PGK ),+675
Оман,https://uk.wikipedia.org/wiki/%D0%9E%D0%BC%D0%B0%D0%BD,Маскат  23°36′ пн. ш. 58°33′ сх. д. country H  G  O,Арабська,,Оманський ріал ( OMR ),+968
Норвегія,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D1%80%D0%B2%D0%B5%D0%B3%D1%96%D1%8F,Осло,"норвезька , саамська",Невідомо,Норвезька крона ( NOK ),+47
Нова Зеландія,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0_%D0%97%D0%B5%D0%BB%D0%B0%D0%BD%D0%B4%D1%96%D1%8F,Веллінгтон  41°17′ пд. ш. 174°27′ сх. д. country H  G  O,Англійська 3  Маорі NZ мова жестів,від Великої Британії,Новозеландський долар ( NZD ),+64
Нігерія,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B3%D0%B5%D1%80%D1%96%D1%8F,Абуджа  9°10′ пн. ш. 7°10′ сх. д. country H  G  O,Англійська,від Великої Британії,Найра (₦) ( NGN ),+234
Німеччина,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BC%D0%B5%D1%87%D1%87%D0%B8%D0%BD%D0%B0,Берлін,німецька 1,Невідомо,Євро ( € ) ( EUR ),+49
Нікарагуа,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BA%D0%B0%D1%80%D0%B0%D0%B3%D1%83%D0%B0,Манагуа,іспанська мова,,Кордоба ( NIO ),+505
Нідерланди,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B4%D0%B5%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8,Амстердам,"нідерландська , західнофризька мова (друга офіційна, тільки в провінції Фрисландія)",,Євро ( EUR ),+31
Науру,https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D1%80%D1%83,.mw-parser-output .ts-comment-commentedText{border-bottom:1px dotted;cursor:help}@media(hover:none){.mw-parser-output .ts-comment-commentedText:not(.rt-commentedText){border-bottom:0;cursor:auto}} відсутня,Науруанська,від Великої Британії та Австралії,Австралійський долар ( AUD ),+674
Нігер,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B3%D0%B5%D1%80,Ніамей,Французька,від Франції,франк КФА ( XOF ),+227
Непал,https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BF%D0%B0%D0%BB,Катманду,непальська,Невідомо,Непальська рупія ( Класифікація валют (ISO 4217) ),+977
Монако,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B0%D0%BA%D0%BE,Монако  43°44′ пн. ш. 7°24′ сх. д. country H  G  O,французька,,Євро ( EUR ),+377
Молдова,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0,Кишинів  47°00′ пн. ш. 28°55′ сх. д. country H  G  O,румунська [ 1 ] [ 2 ] [ 3 ] [ 4 ],Невідомо,Лей ( MDL ),+373
Мозамбік,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B7%D0%B0%D0%BC%D0%B1%D1%96%D0%BA,Мапуту,Португальська,,метікал (Mt) ( MZM ),+258
Мексика,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BA%D1%81%D0%B8%D0%BA%D0%B0,Мехіко,іспанська мова,,Мексиканський песо ( MXN ),+52
Мікронезія,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%96_%D0%A8%D1%82%D0%B0%D1%82%D0%B8_%D0%9C%D1%96%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D1%96%D1%97,Палікір  6°55′ пн. ш. 158°09′ сх. д. country H  G  O,"англійська (державна), улітійська , волеаянська , япська , понпейська , косрае та чуукська (на місцевому рівні)",від США,Долар США ( USD ),+691
Намібія,https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BC%D1%96%D0%B1%D1%96%D1%8F,Віндгук,англійська,від ПАР,Намібійський долар ( NAD ),+264
Маршаллові Острови,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%88%D0%B0%D0%BB%D0%BB%D0%BE%D0%B2%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Маджуро,"маршалезька , англійська",,долар США ( USD ),+692
Малайзія,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B9%D0%B7%D1%96%D1%8F,"Куала-Лумпур ( король , парламент ) Путраджая ( уряд ) 3°08′ пн. ш. 101°42′ сх. д. country H  G  O",Малайська,,Ринґіт (RM) ( MYR ),+60
Марокко,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BE%D0%BA%D0%BA%D0%BE,Рабат  34°02′ пн. ш. 6°51′ зх. д. country H  G  O,"арабська , берберська . Населення використовує французьку (60 %), арабську (30 %) та іспанську (5 %).",,Марокканський дирхам ( MAD ),+212
Мальта,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D1%82%D0%B0,Валлетта,"мальтійська , англійська",від Великої Британії,Євро ( EUR ),+356
Малі,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%96,Бамако,"Бамана , сонінке , хасанія , бому , тамашек , сонхай , фульфульде , бозо , манінканкан , догон , сієнара , мамара та хасонгаксанго",від Франції,КФА франк BCEAO ( XOF ),+223
Мальдіви,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D0%B4%D1%96%D0%B2%D0%B8,Мале,мальдівська,26 липня  1965,Мальдівська руфія ( Класифікація валют (ISO 4217) ),+960
М'янма,https://uk.wikipedia.org/wiki/%D0%9C%27%D1%8F%D0%BD%D0%BC%D0%B0,Найп'їдо  [ 1 ],бірманська,4 січня  1948,м'янмський к'ят ( Класифікація валют (ISO 4217) ),+95
Мадагаскар,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B4%D0%B0%D0%B3%D0%B0%D1%81%D0%BA%D0%B0%D1%80,Антананаріву  18°55′ пд. ш. 47°31′ сх. д. country H  G  O,"Малагасійська , французька",від Франції,Малаґасійський аріарі ( MGA ),+261
Мавританія,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D1%96%D1%8F,Нуакшот,"Стандартна арабська , французька",від Франції,Мавританська угія ( MRO ),+222
Маврикій,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D0%BA%D1%96%D0%B9,Порт-Луї,"Англійська , французька , маврикійська креольська",від Великої Британії,Маврикійська рупія ( MUR ),+230
Лівія,https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%B2%D1%96%D1%8F,Триполі,Арабська,,Лівійський динар ( LYD ),+218
Люксембург,https://uk.wikipedia.org/wiki/%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3,Люксембург,"люксембурзька , німецька і французька",від Французької імперії,Євро ( EUR ),+352
Ліхтенштейн,https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D1%85%D1%82%D0%B5%D0%BD%D1%88%D1%82%D0%B5%D0%B9%D0%BD,Вадуц,Німецька,,Швейцарський франк ( CHF ),+423
Малаві,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B2%D1%96,Лілонґве,Англійська (офіційна) Ньянджа (національна),від Великої Британії,Малавійська квача (D) ( MWK ),+265
Лесото,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D0%BE%D1%82%D0%BE,Масеру,"Сесото , Англійська",,Лоті ( LSL ),+266
Кувейт,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B2%D0%B5%D0%B9%D1%82,Ель-Кувейт,Арабська,,Кувейтський динар ( KWD ),+965
Ліван,https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%B2%D0%B0%D0%BD,Бейрут,Арабська,Невідомо,Ліванський фунт ( LBP ),+961
Литва,https://uk.wikipedia.org/wiki/%D0%9B%D0%B8%D1%82%D0%B2%D0%B0,Вільнюс,литовська,Невідомо,Лит → Євро  (з 1 січня  2015 ) ( LTL → EUR ),+370
Ліберія,https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%B1%D0%B5%D1%80%D1%96%D1%8F,Монровія,Англійська,Невідомо,Ліберійський долар ( LRD ),+231
Латвія,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D0%B2%D1%96%D1%8F,Рига,Латиська,Невідомо,Євро ( EUR ),+371
Лаос,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BE%D1%81,В'єнтьян,лаоська,від Франції,Лаоський кіп (складається зі 100 атів) ( LAK ),+856
Монголія,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB%D1%96%D1%8F,Улан-Батор,Монгольська,Невідомо,Тугрик ( MNT ),+976
Куба,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B1%D0%B0,Гавана,іспанська мова,,Кубинський песо ( CUP ),+53
Кот-д'Івуар,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%82-%D0%B4%27%D0%86%D0%B2%D1%83%D0%B0%D1%80,Ямусукро (офіційно) Абіджан ( де факто ) 6°51′ пн. ш. 5°18′ зх. д. country H  G  O,Французька,від Франції,КФА франк BCEAO ( XOF ),Невідомо
Коста-Рика,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D1%82%D0%B0-%D0%A0%D0%B8%D0%BA%D0%B0,Сан-Хосе,іспанська мова,,Костариканський колон ( CRC ),+506
Республіка Конго,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9A%D0%BE%D0%BD%D0%B3%D0%BE,Браззавіль,Французька,від Франції,КФА франк BEAC ( XAF ),+242
Косово,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D0%BE%D0%B2%D0%BE,Приштина,"албанська , сербська Мови національних меншин: турецька , ґоранська, циганська , боснійська",Невідомо,євро ( EUR ),+383
Південна Корея,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%B0_%D0%9A%D0%BE%D1%80%D0%B5%D1%8F,Сеул,корейська ( pyojuneo [en] ) корейська жестова мова [en] [ 2 ],Невідомо,Південнокорейська вона (₩) ( KRW ),+82
Північна Корея,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D0%B0_%D0%9A%D0%BE%D1%80%D0%B5%D1%8F,Пхеньян,Корейська,Невідомо,Північнокорейська вона (₩) ( KPW ),+850
ДР Конго,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9A%D0%BE%D0%BD%D0%B3%D0%BE,Кіншаса,Французька,,Конголезький франк ( CDF ),+243
Коморські Острови,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Мороні,"Коморська , Арабська , Французька",від Франції,Коморський франк ( KMF ),+269
